id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
703973,Apartment  Eixample 43,3615168,Eduardo,Eixample,la Dreta de l'Eixample,41.39755,2.16887,Entire home/apt,121,3,6,2021-09-06,2.61,5,39,6,HUTB005378
703978,Apartment Eixample 33,3615168,Eduardo,Eixample,la Dreta de l'Eixample,41.39874,2.16951,Entire home/apt,116,3,1,2021-08-01,0.71,5,48,1,HUTB001298
703984,Apartment Eixample 42,3615168,Eduardo,Eixample,la Dreta de l'Eixample,41.39862,2.16903,Entire home/apt,110,3,6,2021-09-03,3.75,5,6,6,HUTB007687
715036,Tapas in Cozy & authentic 2bedroom in trendy city center,3682696,Montserrat,Sants-Montjuïc,el Poble Sec,41.37455,2.16669,Entire home/apt,115,4,238,2019-12-02,2.28,1,177,11,HUTB-007660
718469,Sagrada Familia-wifi-2rooms-air con,3705838,Luis,Eixample,la Sagrada Família,41.40278,2.17953,Entire home/apt,93,1,359,2021-08-12,3.52,1,149,16,HUTB-003778
721378,Big and nice apartment near to Sagrada Familia,3724467,EasySleep,Eixample,el Fort Pienc,41.39884,2.17697,Entire home/apt,144,3,3,2019-02-27,0.07,12,0,0,HUTB010321
721470,Nice studio with small private terrace,3724467,EasySleep,Eixample,el Fort Pienc,41.39884,2.17697,Entire home/apt,94,3,19,2019-12-11,0.48,12,0,0,HUTB007883
721471,Beautiful private terrace in Studio near Sagrada,3724467,EasySleep,Eixample,la Dreta de l'Eixample,41.39786,2.17583,Entire home/apt,94,1,6,2020-03-08,0.25,12,0,0,HUTB-007890
721473,Apartment 2 bedrooms near to Sagrada Familia,3724467,EasySleep,Eixample,el Fort Pienc,41.39884,2.17697,Entire home/apt,119,3,3,2018-06-17,0.07,12,0,0,HUTB010318
721478,Apartment private terrace near to Sagrada Familia,3724467,EasySleep,Eixample,el Fort Pienc,41.39884,2.17697,Entire home/apt,181,3,14,2020-01-31,0.29,12,0,0,HUTB001893
721479,Apartment near to Sagrada Familia private terrace,3724467,EasySleep,Eixample,el Fort Pienc,41.39884,2.17697,Entire home/apt,181,3,35,2021-04-30,0.73,12,0,4,HUTB007882
721504,Nice and Cozy Superior Apartment near to Sagrada,3724467,EasySleep,Eixample,la Dreta de l'Eixample,41.39711,2.16921,Entire home/apt,154,1,4,2018-11-11,0.12,12,0,0,HUTB-001283
721509,One bedroom apartment near to Sagrada Familia,3724467,EasySleep,Eixample,la Dreta de l'Eixample,41.39795,2.1703,Entire home/apt,109,3,3,2018-04-18,0.60,12,0,1,HUTB001288
721510,2 bedroom apartment near to Sagrada Familia,3724467,EasySleep,Eixample,la Dreta de l'Eixample,41.39795,2.1703,Entire home/apt,124,3,0,,,12,0,0,HUTB007880
721511,Beautiful apt with private terrace near to Sagrada,3724467,EasySleep,Eixample,la Dreta de l'Eixample,41.39795,2.1703,Entire home/apt,139,3,6,2019-12-28,0.18,12,0,0,HUTB001291
721512,Beautiful apt with private terrace near to Sagrada,3724467,EasySleep,Eixample,la Dreta de l'Eixample,41.39795,2.1703,Entire home/apt,139,3,1,2017-05-27,0.02,12,0,0,HUTB001295
722100,Double bedroom \ (^ - ^) / private bathroom,3093079,More,Ciutat Vella,el Raval,41.37639,2.16713,Private room,35,31,68,2019-09-28,0.75,2,57,0,
722742,Quiet apartment with terrace-Gracia,3548964,Xavier,Gràcia,la Vila de Gràcia,41.39821,2.15489,Entire home/apt,117,5,205,2020-02-15,1.90,1,310,8,HUTB-009231-29
724298,Modern apartment with sunny terrace,3193594,Jan,Eixample,la Sagrada Família,41.41057,2.17411,Entire home/apt,145,5,1,2016-06-23,0.02,8,41,0,HUTB-004494
724331,Be Safe :)  Perfect Penthouse for your holidays !,3744544,Marta+Paul,Eixample,Sant Antoni,41.37658,2.16499,Entire home/apt,110,3,111,2020-03-06,1.09,28,337,0,hutb-002651
724523,nice penthouse ramblas/Montjuic,3487870,Denis,Sants-Montjuïc,el Poble Sec,41.37251,2.16067,Entire home/apt,97,2,152,2020-03-15,1.99,2,343,18,HUTB-007592
725009,Walk to Plaça de Catalunya from an Art-Filled Apartment,1935498,Nadia & Taras,Eixample,Sant Antoni,41.37621,2.16393,Entire home/apt,104,3,160,2021-08-10,1.84,2,326,15,HUTB004773
725659,Sunny flat in the heart of Gracia,3514423,Sven,Gràcia,la Vila de Gràcia,41.405,2.15999,Entire home/apt,115,3,148,2020-03-08,1.64,1,243,0,HUTB-009805
725779,Luminous double room in BCN!,3754260,Lisandro,Sant Andreu,Navas,41.4166,2.18525,Private room,13,32,60,2016-10-22,0.60,2,266,2,
728480,Cosy Apartment Hospital Clinic,2201772,Dimitry,Eixample,l'Antiga Esquerra de l'Eixample,41.38788,2.15228,Entire home/apt,450,5,17,2019-07-07,0.17,14,358,0,HUTB-2850
729078,In the heart of Barcelona,3786292,Flavio,Ciutat Vella,el Raval,41.37741,2.17391,Entire home/apt,72,1,320,2020-03-12,3.24,1,259,0,HUTB-248167
731049,"Sunny Penhouse in Barcelona, Sants",3803356,Víctor,Sants-Montjuïc,Sants - Badal,41.37202,2.12871,Private room,27,30,11,2020-03-18,0.11,2,316,0,
737759,Room and private bathroom center Bc,3853819,Vanessa,Eixample,la Dreta de l'Eixample,41.39536,2.17174,Private room,70,60,1,2019-01-03,0.03,1,90,0,
739557,Apartamento zona Sagrada Familia,3868307,Maria,Eixample,la Sagrada Família,41.40135,2.17217,Entire home/apt,119,3,82,2021-06-20,2.18,1,341,13,HUTB-004394
740113,"Sunny, authentic Sant Antoni Apartment",3193594,Jan,Eixample,Sant Antoni,41.37785,2.16238,Entire home/apt,120,89,1,2021-07-13,0.49,8,314,1,HUTB-004435
742156,"Apartment with BALCONY,  FREE WIFI",3678711,J,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40888,2.14634,Entire home/apt,118,1,88,2020-01-18,1.03,9,304,11,HUTB - 004041
742241,BIG apartment with GREAT COURTYARD,3678711,J,Gràcia,Vallcarca i els Penitents,41.41035,2.14795,Entire home/apt,118,1,37,2016-04-17,0.43,9,293,4,HUTB - 004043
744153,Barcelona close to Sagrada Familia,3899934,Lluís,Eixample,la Dreta de l'Eixample,41.39829,2.17542,Entire home/apt,49,4,474,2020-12-28,4.39,1,183,31,HUTB-005833
745220,In the TRENDIEST district with WIFI,3678711,J,Gràcia,Vallcarca i els Penitents,41.40985,2.14782,Entire home/apt,118,1,46,2019-04-13,0.52,9,304,5,HUTB - 004044
745275,BIG SUNNY apartment with FREE WIFI,3678711,J,Gràcia,Vallcarca i els Penitents,41.41073,2.14704,Entire home/apt,210,1,37,2017-06-02,0.37,9,91,0,HUTB - 004040
746086,BARCELONA | AUTHENTIC & CUTE APT NEAR CAMP NOU |¤,3913234,Jaume,Sants-Montjuïc,Sants - Badal,41.37384,2.1304,Entire home/apt,77,1,51,2020-01-16,1.55,1,357,6,HUTB-004195
746713,Bright room with double bed in Gran de Gràcia (3),1503151,Laia,Gràcia,la Vila de Gràcia,41.39752,2.15626,Private room,31,30,0,,,30,209,0,
748693,Two beds- Ramblas- Charming,3102808,Carlos Y Reyes,Ciutat Vella,el Raval,41.38076,2.16648,Private room,20,32,184,2019-10-12,1.83,2,365,1,Exempt
750066,Stylish apartment Sant Antoni with balcony,3193594,Jan,Eixample,Sant Antoni,41.3777,2.16198,Entire home/apt,130,30,1,2018-12-26,0.03,8,102,0,HUTB-004433
754895,DOUBLE NICE ROOM  IN THE CENTER,3972466,Andres,Ciutat Vella,el Barri Gòtic,41.38096,2.17951,Private room,50,3,32,2019-10-23,0.42,1,10,8,
755382,Sweet BCN Three bedroom Apartment,1205494,Gian Franco,Gràcia,la Vila de Gràcia,41.39948,2.15803,Entire home/apt,201,1,52,2020-03-07,0.49,6,12,0,HUTB-004313
756588,Double bed- Ramblas- Charming,3102808,Carlos Y Reyes,Ciutat Vella,el Raval,41.38164,2.16749,Private room,56,32,76,2019-07-21,0.75,2,364,0,Exempt
757149,FANTASTIC APARTMENT | IDEAL FAMILY,3987152,Yeni,Eixample,l'Antiga Esquerra de l'Eixample,41.38873,2.15653,Entire home/apt,106,2,159,2021-09-02,1.52,1,267,14,HUTB005982
757181,Pretty flat in the gotic area,3987393,Sarita,Ciutat Vella,el Barri Gòtic,41.38152,2.17657,Entire home/apt,80,32,16,2019-04-02,0.22,1,348,0,
759351,ÁTICO CON TERRAZA PLAZA ESPAÑA  REGISTRO HUTB00428,4002679,Lamarsó,Sants-Montjuïc,Hostafrancs,41.3742,2.1456,Entire home/apt,65,2,257,2021-08-12,2.88,2,21,25,HUTB-004280
759760,Single room available.,2218343,Elvira,Sants-Montjuïc,la Font de la Guatlla,41.36953,2.14193,Private room,38,32,183,2019-09-03,1.70,2,175,0,
759769,Sagrada Familia Design with private terrace,1432835,Angel,Eixample,la Sagrada Família,41.40251,2.17014,Entire home/apt,122,3,218,2021-01-09,2.14,34,91,8,HUTB-004961
759811,Amazing Paseo de Gracia Penthouse with 2 terraces,1432835,Angel,Eixample,la Dreta de l'Eixample,41.39276,2.16656,Entire home/apt,220,3,170,2021-07-03,2.03,34,76,12,HUTB-004723
764452,"☀︎Bright, airy, clean. Kids welcome【Biz】friendly",4030082,Pau,Sant Martí,el Parc i la Llacuna del Poblenou,41.39857,2.19359,Entire home/apt,123,2,186,2020-03-16,1.85,2,85,4,HUTB-012871
767596,Urban Chic Barcelona 4 bedrooms,4048635,Angels Y Julia,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4091,2.16573,Entire home/apt,196,2,238,2020-01-05,2.29,1,219,2,HUTB-001481
770175,FABULOUS APARTMENT SAGRADA FAMILIA,4063266,Anna & Vince,Eixample,la Sagrada Família,41.40872,2.1751,Entire home/apt,101,3,308,2021-08-03,2.95,1,348,12,HUTB-004636
771440,ENJOYS BARCELONA (SAGRADA FAMILIA),1288050,Rui,Eixample,la Sagrada Família,41.40558,2.18188,Private room,50,3,58,2020-01-16,0.69,1,0,2,Exempt
773886,Discover the Real Barcelona from an Apartment in Gracia,893805,Phil And Fiona,Gràcia,la Vila de Gràcia,41.40657,2.16029,Entire home/apt,113,2,346,2021-07-08,3.32,10,345,8,HUTB-013058
775644,Top Apartment in the eixample BCN,177617,Joaquin,Eixample,la Nova Esquerra de l'Eixample,41.38103,2.15219,Entire home/apt,62,2,241,2020-10-11,2.36,6,100,33,HTUB-009094
775664,EIXAMPLE CENTER spacious apartment,1310304,Luis,Eixample,l'Antiga Esquerra de l'Eixample,41.38795,2.16225,Entire home/apt,63,30,26,2017-05-24,0.36,64,309,0,HUTB-004731
775794,Apartment in Barcelona near beaches,4092116,Xavier,Sant Martí,el Poblenou,41.39784,2.20589,Entire home/apt,45,7,184,2020-01-06,1.78,1,16,0,0128733-0
776038,*Heart of Gràcia 6pax Wifi*,4093480,Evelin & Gisele,Gràcia,la Vila de Gràcia,41.40323,2.16005,Entire home/apt,97,2,189,2021-08-27,1.92,1,19,10,HUTB-002855
776151,Amazing Plaza España apartment,1310304,Luis,Eixample,Sant Antoni,41.37606,2.1518,Entire home/apt,55,30,42,2017-07-15,0.48,64,253,0,HUTB-002577
776174,New Penthouse! private terrace in CENTER! Gothic,3038266,Ingrid,Ciutat Vella,el Barri Gòtic,41.38019,2.17944,Entire home/apt,151,92,253,2021-08-11,2.42,3,9,9,Exempt
777476,Plaza Universidad,2439400,KeyBarcelona,Eixample,l'Antiga Esquerra de l'Eixample,41.38565,2.16089,Entire home/apt,211,2,48,2019-10-18,1.20,24,88,0,HUTB-004287
777587,Modernist&Chic Eixample apartment,4101093,Eli&Agus,Eixample,Sant Antoni,41.37545,2.15654,Entire home/apt,92,5,355,2020-03-09,3.33,8,147,4,HUTB-001788
782502,Perfect sunny room!,860071,Joan,Sants-Montjuïc,la Bordeta,41.37115,2.13553,Private room,22,2,5,2014-12-27,0.05,2,0,0,Exempt
786250,FANTASTIC APARTMENT IN THE CENTER,4145430,Pau,Eixample,Sant Antoni,41.38196,2.16093,Entire home/apt,150,4,68,2019-09-19,0.65,1,0,0,
789101,Room Rental short or long stay,1384020,Odi,Gràcia,la Salut,41.4084,2.15171,Private room,26,13,10,2019-10-08,0.17,4,293,1,
791717,AMAZING BEACH APARTMENT with WIFI,4171310,Fanny,Sant Martí,el Poblenou,41.40065,2.20407,Entire home/apt,81,31,30,2019-07-06,0.35,1,298,0,
795314,Great apart next to Corte Ingles,13096047,Jadisa,Les Corts,les Corts,41.38493,2.12784,Entire home/apt,146,3,39,2018-07-06,0.40,1,339,0,HUTB-004733
796809,POBLENOU BEACH BCN FALL OFFERS 70E,4197413,Eva,Sant Martí,el Poblenou,41.3999,2.20653,Entire home/apt,85,1,158,2019-10-20,1.48,1,26,0,HUTB-002195
796868,3 Bedroom apartment in the heart of Barcelona,383697,Anna,Ciutat Vella,el Raval,41.37737588256137,2.173738306675665,Entire home/apt,187,3,24,2019-10-10,0.29,8,332,0,HUTB-005078
799240,Studio city center. Stays up to 32 days,4206410,Sonia,Eixample,Sant Antoni,41.37597,2.16613,Entire home/apt,45,32,35,2018-06-04,0.45,1,273,2,
800045,G25 · Vintage Deco 3Br Apt with Balcony,4212095,Elio / Wilken,Les Corts,les Corts,41.38502,2.13058,Entire home/apt,143,31,56,2020-03-08,0.79,19,60,1,HUTB-006878
801237,3br apartment in Sagrada Familia,4217311,Frédéric,Eixample,la Sagrada Família,41.41013,2.17583,Entire home/apt,126,5,140,2021-07-30,2.02,12,76,7,HUTB-000767
803810,Cozy flat! Long term rental! 1390 €/month!,4230551,Hector,Sant Martí,el Poblenou,41.40586,2.20454,Entire home/apt,50,32,31,2014-10-15,0.34,1,0,0,
804268,New VINTAGE LOFT in a quiet area with garden,4232898,Jordi & Manel,Sant Martí,el Parc i la Llacuna del Poblenou,41.39529,2.19387,Entire home/apt,126,2,66,2021-08-24,0.86,1,323,14,HUTB-002574
811657,Centrical and Cosy Room,4268119,Kathy,Eixample,l'Antiga Esquerra de l'Eixample,41.38413,2.1582,Private room,21,3,142,2020-02-20,2.31,2,142,30,
811669,Room Rental in Barcelona Gracia,1384020,Odi,Gràcia,la Salut,41.40961,2.15021,Private room,30,21,28,2019-08-20,0.43,4,328,1,
811918,A- WIFI &TERRACE CAMP NOU,4269183,Alba,Les Corts,la Maternitat i Sant Ramon,41.3779,2.11991,Entire home/apt,71,3,357,2020-03-02,3.46,5,305,12,HUTB-007730
814172,Mar Bella 3 Barcelonastuff Apartment,4260952,Marc,Sant Martí,el Poblenou,41.4027,2.20701,Entire home/apt,149,2,10,2019-12-14,0.20,9,286,4,HUTB-002743
814177,Mar Bella 4 Barcelonastuff Apartment,4260952,Marc,Sant Martí,el Poblenou,41.4027,2.20701,Entire home/apt,142,2,4,2018-07-09,0.08,9,298,1,HUTB-002744
814202,Mar Bella 8 Barcelonastuff Apartment,4260952,Marc,Sant Martí,el Poblenou,41.4027,2.20701,Entire home/apt,149,2,13,2019-06-14,0.45,9,310,5,HUTB-002749
814226,Mar Bella 10 Barcelonastuff Apartment,4260952,Marc,Sant Martí,el Poblenou,41.4027,2.20701,Entire home/apt,149,2,12,2021-07-16,0.59,9,312,8,HUTB-002752
820629,Habitación doble para mujer o parejas.,4309990,María Isabel,Gràcia,el Coll,41.41808,2.14689,Private room,26,2,9,2018-09-26,0.31,2,345,0,
821100,Central-2 Big Bedrooms-View--Lift,4311845,Iñaki And Cathy,Eixample,Sant Antoni,41.37731,2.16288,Entire home/apt,95,2,352,2021-08-24,3.39,1,119,27,HUTB-008477
821523,Beautiful Sagrada Familia Flat,4313721,Africa,Eixample,la Sagrada Família,41.40448,2.17588,Entire home/apt,125,2,221,2019-10-01,2.82,1,330,5,HUTB-001083
823272,RAMBLA CATALUNYA SUN GAUDI (Deinfection cleaning),2036118,Caridad,Eixample,la Dreta de l'Eixample,41.39341,2.16046,Entire home/apt,109,2,143,2021-06-17,1.37,1,52,17,HUTB-004251
824902,Sagrada Familia.,4236308,Germán,Eixample,la Sagrada Família,41.41057,2.17596,Entire home/apt,84,3,157,2019-07-21,1.59,1,89,6,HUTB-007492
827250,Estudio / Terraza P4 (S. Família) mínimo 32 NOCHES,3912625,Xavier,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40383,2.17024,Entire home/apt,143,32,40,2019-10-07,0.43,2,299,2,
829660,Charming & very cosy Atico w/Wifi,1200218,Pv,Eixample,Sant Antoni,41.37628,2.16221,Entire home/apt,149,2,270,2019-12-16,2.99,1,0,0,HUTB-001531
832755,AMAZING BOUTIQUE APARTMENT. AN OASIS IN BARCELONA,4358678,Victor,Sant Martí,el Poblenou,41.40385,2.19869,Entire home/apt,230,4,6,2016-08-18,0.13,1,335,1,HUTB-002769
839655,Very central chic 2 bedroom with nice balcony,1869452,Giorgio,Eixample,Sant Antoni,41.37729,2.1629,Entire home/apt,160,2,113,2020-02-07,1.46,2,0,0,HUTB-004587
840123,APT B- WIFI&TERRACE! CAMP NOU ENTIRE APARTMENT,4269183,Alba,Les Corts,la Maternitat i Sant Ramon,41.37741,2.11936,Entire home/apt,76,2,346,2020-09-29,3.30,5,305,25,HUTB-007730
842126,"Ático, Gracia! Terraza, vistas a la ciudad!",4258344,Sandra,Gràcia,la Vila de Gràcia,41.40559,2.16213,Entire home/apt,146,5,105,2021-08-01,1.32,4,73,7,HUTB-004100
842389,APARTMENT IN COLORES,631951,Cristina,Les Corts,les Corts,41.38098,2.13108,Entire home/apt,110,1,195,2019-09-18,2.32,1,0,0,HUTB 000894
846423,Quiet & spacious 3B/room apartment,4419532,Rafael,Gràcia,la Vila de Gràcia,41.40532,2.16173,Entire home/apt,196,5,186,2020-02-15,1.81,1,269,3,HUTB000110
847195,Terrace apartment in the center,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.38508,2.15527,Entire home/apt,92,3,123,2019-10-30,1.46,34,104,9,HUTB-004669
847735,Safety First :)  Ideal for groups next Ramblas !!,3744544,Marta+Paul,Eixample,la Dreta de l'Eixample,41.38954,2.17131,Entire home/apt,167,3,96,2019-11-03,1.24,28,1,2,HUTB-002287
847804,"near las ramblas, 3 bedrooms",4426056,Dave,Ciutat Vella,el Raval,41.37832,2.17038,Entire home/apt,66,90,43,2014-08-27,0.41,1,254,0,Exempt
849035,Atic with Terrace in CENTER,1432736,Inaki,Eixample,la Dreta de l'Eixample,41.39178,2.17826,Entire home/apt,135,3,0,,,1,0,0,HUTB-006760
849839,AVINYO B APARTMENT,4437210,Santos,Ciutat Vella,el Barri Gòtic,41.37903,2.17849,Entire home/apt,225,3,223,2019-01-21,2.14,2,1,0,HUTB-003908
851240,"Beautiful room, great location BCN",3226879,Iara,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38732,2.17839,Private room,41,3,53,2019-10-15,0.62,1,129,1,
852134,MAGIC TERRACE . CITY CENTRE.,3039107,Manuel,Eixample,Sant Antoni,41.37848,2.15456,Entire home/apt,119,3,129,2020-02-13,1.35,24,280,7,HUTB-001952
852195,ROOMY EIXAMPLE URGELL,3039107,Manuel,Eixample,l'Antiga Esquerra de l'Eixample,41.3838,2.15663,Entire home/apt,239,2,186,2020-03-11,1.93,24,150,0,HUTB004263
853339,Bright room with double bed in Gran de Gràcia (5),1503151,Laia,Gràcia,la Vila de Gràcia,41.39755,2.15626,Private room,34,30,0,,,30,284,0,
853347,Bright room with double bed in Gran de Gràcia (7),1503151,Laia,Gràcia,la Vila de Gràcia,41.39929,2.15763,Private room,33,30,0,,,30,82,0,
853350,Nice room with double bed in Gran de Gràcia (8),1503151,Laia,Gràcia,la Vila de Gràcia,41.39743,2.15764,Private room,30,32,1,2014-07-30,0.01,30,166,0,
853356,Bright room with double bed in Gran de Gràcia (9),1503151,Laia,Gràcia,la Vila de Gràcia,41.39969,2.15795,Private room,36,30,0,,,30,165,0,
856159,Room for rent near the beach.,4460420,Edina,Sant Martí,el Poblenou,41.40175,2.19831,Private room,25,30,261,2019-10-26,2.58,1,257,17,
857030,Nice&Sunny single room- Pza Espanya,4481767,Daniela,Sants-Montjuïc,Hostafrancs,41.37316,2.14404,Private room,26,2,99,2018-06-20,0.99,1,284,0,
857117,Nice double room in Sagrada Familia,2426746,Joel Giraldo,Eixample,la Sagrada Família,41.4048,2.1723,Private room,39,1,455,2019-10-01,4.32,4,2,12,
857958,Room in La Rambla x two people,4488448,Vicky,Ciutat Vella,el Barri Gòtic,41.38444,2.17191,Private room,50,6,40,2015-06-12,0.45,2,346,0,
859046,Single bdr near Sagrada Familia - private toilets,2035951,Sarah,Eixample,el Fort Pienc,41.40131,2.17881,Private room,27,2,53,2019-12-14,1.07,1,53,0,
859105,"New apt. METRO BARCELONETA! Min 32dd, max 300dd",1791366,José Manuel Y María,Ciutat Vella,la Barceloneta,41.38171,2.18687,Entire home/apt,61,31,87,2017-06-20,1.00,1,340,3,Exempt
859813,Penthouse with private terrace,2114524,Ale,Eixample,el Fort Pienc,41.399837,2.175404,Entire home/apt,250,4,136,2021-09-03,1.36,1,239,9,HUTB-004556
859884,Gothic Doble Room private bathroom,4503125,Belén,Ciutat Vella,el Barri Gòtic,41.38026,2.17847,Private room,45,1,79,2019-10-09,0.87,1,356,0,
861721,THE BLUE HOUSE:  see the sea,4452491,Ignacio,Sant Martí,la Vila Olímpica del Poblenou,41.38921,2.19765,Entire home/apt,218,4,102,2019-10-22,1.40,3,354,1,Exempt
865191,3BE/2BA with a Private Terrace Apartment,582060,Fernando,Eixample,la Dreta de l'Eixample,41.39801,2.17056,Entire home/apt,115,3,41,2017-08-23,0.59,23,214,0,HUTB-001304
865367,Beautiful Comfy Flat Valencia St A,582060,Fernando,Eixample,la Dreta de l'Eixample,41.39801,2.17056,Entire home/apt,100,3,86,2020-01-18,0.96,23,228,21,HUTB-001306
866315,Exquisite suite with private terrace & two bedrooms in the Eixample neighborhood,4427588,David,Eixample,la Dreta de l'Eixample,41.39765,2.16261,Entire home/apt,147,3,559,2021-08-30,5.32,1,303,39,Exempt
868198,Grande II apartment on Valencia St.,582060,Fernando,Eixample,la Dreta de l'Eixample,41.39801,2.17056,Entire home/apt,136,2,111,2021-08-25,1.36,23,259,19,HUTB-001310
869984,074. Fútbol 8G Apartment,396363,Alcambarcelona,Les Corts,les Corts,41.3824,2.12919,Entire home/apt,179,2,6,2019-06-02,0.10,98,201,0,HUTB-000358
871899,"Ático, Gracia! Terraza y vistas al mar!",4258344,Sandra,Gràcia,la Vila de Gràcia,41.40562,2.16212,Entire home/apt,94,4,92,2020-02-24,0.93,4,104,2,HUTB-004101
875171,Days in Barcelona ☼♥ Eixample I,2366949,Jordi,Les Corts,les Corts,41.38753,2.14204,Entire home/apt,93,2,150,2019-08-30,1.47,6,117,10,HUTB-004388
876101,Fabulous apartment sea view,4626127,Francesc,Sant Martí,la Vila Olímpica del Poblenou,41.38924,2.20005,Entire home/apt,325,4,52,2016-10-30,0.50,1,87,1,HUTB-002135
877884,"Brand new, great located apartment for families",4638971,Santiago,Eixample,la Nova Esquerra de l'Eixample,41.38694,2.14976,Entire home/apt,138,2,77,2020-02-17,0.79,1,228,2,HUTB-004588
878550,Spacious 300 qm-Loft in Barcelona,1330487,Juan Carlos,Sant Martí,el Parc i la Llacuna del Poblenou,41.39559,2.18847,Private room,80,31,2,2013-05-22,0.02,2,362,0,
879969,TRULY CENTRE NEXT  PLAZA CATALUÑA,4653599,Gemma,Eixample,la Dreta de l'Eixample,41.3898,2.17366,Entire home/apt,126,3,24,2021-08-15,0.28,7,237,1,HUTB-004082
883382,"Old Attic Terrace - BBQ, Subway BCN Park Güell",4261436,Jessica & Tonny,Horta-Guinardó,el Carmel,41.41831,2.1562,Entire home/apt,92,2,104,2020-02-16,1.10,2,260,6,HUTB-009721
884420,Apartament near Camp Nou (Barça),4597849,Ofelia,Les Corts,la Maternitat i Sant Ramon,41.37842,2.12354,Entire home/apt,81,3,38,2021-07-23,0.42,1,231,2,
886088,AVENIDA DIAGONAL CHIC&COZY AP. city centre,4653599,Gemma,Eixample,la Dreta de l'Eixample,41.39798,2.16628,Entire home/apt,135,3,20,2013-08-02,0.19,7,257,1,HUTB-004596
887953,♛Fabulous Penthouse w/terrace-Sagrada Familia view,567180,Sandra,Eixample,la Sagrada Família,41.40737,2.17398,Entire home/apt,220,3,39,2017-04-14,0.50,19,15,4,HUTB-004928
888988,Family Luxury Flat in the Center,4715645,Luis,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39451,2.14578,Entire home/apt,239,5,50,2020-03-10,0.49,1,193,9,HUTB-002937
889491,Poblenou Rooms 2,2394743,Javier,Sant Martí,el Poblenou,41.40009,2.20063,Private room,60,31,125,2019-06-29,1.24,3,250,0,Exempt
889575,Architect House Mandarine Tree+WiFi,4720380,CasadelMandarino,Horta-Guinardó,el Guinardó,41.42353,2.17773,Entire home/apt,50,5,296,2020-07-15,2.92,1,0,1,HUTB005407
892906,Safety First  :)   Perfect downtown stay !,3744544,Marta+Paul,Eixample,la Dreta de l'Eixample,41.39409,2.17159,Entire home/apt,450,3,53,2019-10-31,0.69,28,253,0,HUTB-003468
892922,AMAZING AP. TERRIFIC LOCATION LUXURY PL.CATALUNYA,4653599,Gemma,Eixample,la Dreta de l'Eixample,41.38887,2.16899,Entire home/apt,152,3,47,2021-07-27,0.55,7,166,1,HUTB-000443
892927,TERRIFIC LOCATION NEXT PLAZA CATALUNYA RAMBLAS,4653599,Gemma,Eixample,la Dreta de l'Eixample,41.38617,2.16704,Entire home/apt,170,3,17,2019-08-29,0.22,7,251,1,HUTB-002674
892943,AWESOME AP. 120 mq PLAZA CATALUÑA RAMBLA metro bus,4653599,Gemma,Eixample,la Dreta de l'Eixample,41.38621,2.16692,Entire home/apt,252,3,55,2019-10-05,0.78,7,259,0,HUTB-003984
892949,AMAZING up to 6 people CITY CENTRE PL.CATALUÑA,4653599,Gemma,Eixample,la Dreta de l'Eixample,41.39199,2.17862,Entire home/apt,208,3,60,2021-07-28,0.62,7,155,3,HUTB-003666
893052,Safety First :) Great penthouse Privat terrace !!,3744544,Marta+Paul,Gràcia,la Vila de Gràcia,41.39872,2.15848,Entire home/apt,121,3,159,2020-02-18,1.60,28,103,2,HUTB-000427
893399,"NEW APARTMENT, NEAR TO THE BEACH WITH PARKING",3454952,Eduard,Sant Martí,Provençals del Poblenou,41.40917,2.20251,Entire home/apt,126,2,104,2020-07-12,1.03,3,0,0,HUTB-002708
895091,Opening Doors Mallorca - Spectacular Five Senses,9667715,Romina,Eixample,l'Antiga Esquerra de l'Eixample,41.38882,2.15557,Entire home/apt,120,3,206,2021-08-02,2.29,8,51,9,HUTB-001085
896337,Habitación bonita por días!,4778919,Andrea & Yanet,Ciutat Vella,la Barceloneta,41.38073,2.18949,Private room,35,3,163,2019-02-18,1.61,1,309,0,
896367,Central Apartment Overlooking the Sagrada Familia,4101093,Eli&Agus,Eixample,el Fort Pienc,41.39892,2.17683,Entire home/apt,99,5,287,2021-07-31,2.86,8,62,4,HUTB-004813
900045,The best value for money of Bcn,4805453,Juan,Sant Martí,el Parc i la Llacuna del Poblenou,41.39264,2.18946,Private room,68,32,386,2019-12-02,3.80,1,60,0,Pendiente de trámite
901211,Apt Granandos 4 in the center,4814875,Carles,Eixample,l'Antiga Esquerra de l'Eixample,41.39008,2.15922,Entire home/apt,155,4,181,2021-01-03,2.17,1,303,11,HUTB-008017
902403,Perfect apartment just at Downtown,2041901,Dani,Eixample,la Dreta de l'Eixample,41.39014,2.17178,Entire home/apt,267,3,128,2020-11-28,1.24,11,275,2,HUTB-004888
903024,Comfortable 4 bedroom CALABRIA apartment,1310304,Luis,Eixample,Sant Antoni,41.37835,2.15667,Entire home/apt,51,30,25,2017-06-18,0.25,64,0,1,HUTB-004582
